Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”,Name: “Table 1 of 1 on page 26 of 35”
186,-,73,240035,Electronics spares/misc storage,1918,1,"9,950",0,"9,950",0,AG,P,200
187,-,76,240037,Ship services support,1918,1,"9,950",0,"9,950",0,AG,P,200
188,-,77,240038,Electronics spares/misc storage,1919,1,"9,950",0,"9,950",0,AG,P,200
189,-,78,240039,Electronics spares/misc storage,1919,1,"10,000","0 10,000","0 10,000",0,AG,P,200
190,-,79,240040,Electronics spares/misc storage,1919,1,"12,000","0 12,000","0 12,000",0,AG,P,200
191,-,82,240043,Ship services support,1918,1,"2,120",0,"2,120",0,AG,T,200
192,-,96,240053,Warehouse,1918,1,"2,378",0,"2,378",0,AG,S,200
193,-,124,240057,Shore intermediate maintenance facility,1942,1,"4,900","4,900",0,0,AG,S,200
194,-,138,240060,Shore intermediate maintenance facility,1946,1,192,0,192,0,AG,P,200
195,-,141,240062,Electronics spares/misc storage,1928,1,414,0,414,0,AG,P,200
196,-,176AG,240088,Ships/spares storage (misc),1942,1,"5,151","5,151",0,0,AG,P,200
197,-,185,240096,Ship services support,1941,2,"7,700","7,700",0,0,AG,P,200
198,-,187,240098,Ship services support,1942,1,"3,200",0,"3,200",0,AG,P,200
199,-,193,240103,Shore intermediate maintenance facility,1942,1,"1,932","1,932",0,0,AG,T,200
200,-,203,240107,Ship services support,1942,3,"11,340","0 11,340","0 11,340",0,AG,P,200
201,-,211,240115,Shore intermediate maintenance facility,1942,1,165,165,0,0,AG,P,200
202,-,212,240116,Ships services support,1942,1,"2,184","2,184",0,0,AG,P,200
203,-,213,240117,Electronics spares/misc storage,1943,1,"1,328",0,"1,328",0,AG,P,200
204,-,216,240119,Shore intermediate maintenance facility,1943,1,"3,624",0,"3,624",0,AG,S,200
205,-,226,240123,Shore intermediate maintenance facility,1942,2,"6,780","2,240","4,540",0,AG,S,200
206,-,235,240132,Ship service support,1943,1,336,336,0,0,AG,P,200
207,-,236,240133,Shore intermediate maintenance facility,1919,1,150,0,150,0,AG,P,200
208,-,237,240134,Electronics spares/misc storage,1938,1,63,0,63,0,AG,P,200
209,-,238,240135,Electronics spares/misc storage,1938,1,63,0,63,0,AG,P,200
210,-,252,240146,Ship service support,1945,1,620,620,0,0,AG,P,200
211,-,83,240172,Magazine,1918,1,"2,150","2,150",0,0,AG,P,200
212,-,74,240175,Electronics spares/misc storage,1918,1,"9,950",0,"9,950",0,AG,P,200
213,-,26,240176,Ship services support,1914,1,"3,072","3,072",0,0,AG,S,200
214,-,66,240177,Warehouse,1918,1,"9,128",0,"9,128",0,AG,P,200
215,-,67,240178,Warehouse,1918,1,"9,128",0,"9,128",0,AG,P,200
216,-,1AG,240181,Ship services support,1897,1,"5,000","5,000",0,0,AG,P,200
217,-,4AG,240182,Administration,1897,1,"3,000","3,000",0,0,AG,P,200
218,-,13,240186,Shore intermediate maintenance facility,1903,1,"13,469","13,469",0,0,AG,S,200
219,-,46,240187,Machine & boiler shops,1916,2,"15,530",0,0,"15,530",AG,S,200
220,-,2AG,240188,Ship services support,1897,1,"3,000","3,000",0,0,AG,P,200
221,-,H,240191,Ship services support,1918,3,"5,564","5,564",0,0,AG,P,200
222,-,3AG,240192,Ship services support,1897,1,"5,126","5,126",0,0,AG,P,200
22,,,,,,,,,,,,,
