Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”,Name: “Table 1 of 1 on page 8 of 35”
"Total, all buildings",,96,96,,100,,,16,"2,120","2,120",100,12,"22,100"
Maintenance,,,,,,,,,,,,,
Wood buildings,,51,51,,34,,,25,"1,188","1,188",45,29,"23,300"
Nonwood buildings,,100,100,,66,,,25,"1,460","1,460",55,11,"14,600"
"Total, all buildings",,151,151,,100,,,25,"2,648","2,648",100,15,"17,500"
R&D,,,,,,,,,,,,,
Wood buildings,,,0,,0,,,0,,0,0,0,0
Nonwood buildings,,,4,,100,,,1,295,295,100,2,"73,700"
"Total, all buildings",,,4,,100,,,1,295,295,100,2,"73,700"
Supply,,,,,,,,,,,,,
Wood buildings,,14,14,,14,,,7,408,408,6,10,"29,200"
Nonwood buildings,,85,85,,86,,,21,"6,763","6,763",94,51,"79,600"
"Total, all buildings",,99,99,,100,,,16,"7,172","7,172",100,41,"72,400"
Hospital,,,,,,,,,,,,,
Wood buildings,,,0,,0,,,0,,0,0,0,0
Nonwood buildings,,,4,,100,,,1,148,148,100,1,"37,100"
"Total, all buildings",,,4,,100,,,1,148,148,100,1,"37,100"
Administrative,,,,,,,,,,,,,
Wood buildings,,27,27,,52,,,13,648,648,44,16,"24,000"
Nonwood buildings,,25,25,,48,,,6,836,836,56,6,"33,400"
"Total, all buildings",,52,52,,100,,,9,"1,484","1,484",100,9,"28,500"
Housing,,,,,,,,,,,,,
Wood buildings,,84,84,,51,,,41,"1,273","1,273",38,31,"15,200"
Nonwood buildings,,82,82,,49,,,21,"2,055","2,055",62,16,"25,100"
"Total, all buildings",,166,166,,100,,,28,"3,327","3,327",100,19,"20,000"
Utilities,,,,,,,,,,,,,
Wood buildings,,,3,,10,,,1,,1,1,0,200
Nonwood buildings,,28,28,,90,,,7,,98,99,1,"3,500"
"Total, all buildings",,31,31,,100,,,5,,99,100,1,"3,200"
"Total, all facilities",,,,,,,,,,,,,
Wood buildings,,204,204,,34,,,100,"4,083","4,083",24,100,"20,000"
Nonwood buildings,,399,399,,66,,,100,"13,211","13,211",76,100,"33,100"
"Total, all buildings",,603,603,,100,,,100,"17,294","17,294",100,100,"28,700"
aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,aWood buildings include any building with structural wood products in one or more structural building applications.,
4,,,,,,,,,,,,,
