"Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by","Table 32—Distribution of P3 a plots by percentage of crown dieback, foliage transparency, and crown density by",
"survey unit, Virginia, 1997 to 2001","survey unit, Virginia, 1997 to 2001","survey unit, Virginia, 1997 to 2001","survey unit, Virginia, 1997 to 2001",,,,,,,,,,
,,,Crown dieback (percent ),Crown dieback (percent ),Crown dieback (percent ),Foliage transparency (percent ),Foliage transparency (percent ),Foliage transparency (percent ),Foliage transparency (percent ),Crown density (percent ),Crown density (percent ),Crown density (percent ),
,,,0 –,7.6 –,,0 –,31.0 –,,,0 –,0 –,21.0 –,
Survey unit,Survey unit,Plots,7.5,15.0,> 15.0,30.0,50.0,> 50.0,> 50.0,20.0,20.0,50.0,> 50.0
,,n,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - percentage of plots sampled - - - - - - - - - - - - - - - - - - - - - -,
Coastal Plain,Coastal Plain,23,100,0,0,100,0,,0,0,,74,26
Southern Piedmont,Southern Piedmont,30,97,3,0,100,0,,0,0,,63,37
Northern Piedmont,Northern Piedmont,16,94,0,6,100,0,,0,0,,63,38
Northern Mountains,Northern Mountains,22,86,14,0,100,0,,0,0,,50,50
Southern Mountains,Southern Mountains,19,100,0,0,95,5,,0,0,,53,47
,All units,110,95,4,1,99,1,,0,0,,61,39
a,Only includes plots with more than five live trees ≥ 5.0 inches d.b.h.,Only includes plots with more than five live trees ≥ 5.0 inches d.b.h.,Only includes plots with more than five live trees ≥ 5.0 inches d.b.h.,Only includes plots with more than five live trees ≥ 5.0 inches d.b.h.,Only includes plots with more than five live trees ≥ 5.0 inches d.b.h.,,,,,,,,
,,,,,,,,,,,,,93
