Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”,Name: “Table 1 of 1 on page 47 of 164”
white pine,,,,,,oak,,,,,
Virginia,,,,,,Yellow-,,,,,
pine,,,,,,poplar,,,,,
Red,,,,,,Virginia,,,,,
,,,,,,pine,,,,,
maple,,,,,,,,,,,
White,,,,,,Red,,,,,
oak,,,,,,maple,,,,,
Scarlet,,,,,,Eastern,,,,,
oak,,,,,,white pine,,,,,
0,20,40,60,80,100,0,20,40,60,80,100
,,Volume (percent),Volume (percent),,,,,Volume (percent),Volume (percent),,
"Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory","Figure 26—Species volume composition of (A) loblolly-shortleaf pine forest-type group, (B) oak-hickory",
"forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.","forest-type group, and (C) oak-pine forest-type group on forest land by survey unit, Virginia, 2001.",
Loblolly pine and Virginia pine dominated,Loblolly pine and Virginia pine dominated,Loblolly pine and Virginia pine dominated,Loblolly pine and Virginia pine dominated,Loblolly pine and Virginia pine dominated,Loblolly pine and Virginia pine dominated,Chestnut oak and eastern white pine,Chestnut oak and eastern white pine,Chestnut oak and eastern white pine,Chestnut oak and eastern white pine,Chestnut oak and eastern white pine,
the loblolly-shortleaf pine forest-type group,the loblolly-shortleaf pine forest-type group,the loblolly-shortleaf pine forest-type group,the loblolly-shortleaf pine forest-type group,the loblolly-shortleaf pine forest-type group,the loblolly-shortleaf pine forest-type group,dominated the oak-pine forest-type group,dominated the oak-pine forest-type group,dominated the oak-pine forest-type group,dominated the oak-pine forest-type group,dominated the oak-pine forest-type group,
in the Coastal Plain and both Piedmont,in the Coastal Plain and both Piedmont,in the Coastal Plain and both Piedmont,in the Coastal Plain and both Piedmont,in the Coastal Plain and both Piedmont,,in both Southern and Northern Mountains,in both Southern and Northern Mountains,in both Southern and Northern Mountains,in both Southern and Northern Mountains,in both Southern and Northern Mountains,
units. The relative order of importance,units. The relative order of importance,units. The relative order of importance,units. The relative order of importance,units. The relative order of importance,,"units. Virginia pine, yellow-poplar, and","units. Virginia pine, yellow-poplar, and","units. Virginia pine, yellow-poplar, and","units. Virginia pine, yellow-poplar, and","units. Virginia pine, yellow-poplar, and",
for these two species was reversed in the,for these two species was reversed in the,for these two species was reversed in the,for these two species was reversed in the,for these two species was reversed in the,,loblolly pine dominated this group in the,loblolly pine dominated this group in the,loblolly pine dominated this group in the,loblolly pine dominated this group in the,loblolly pine dominated this group in the,
Northern Piedmont. Virginia pine was,Northern Piedmont. Virginia pine was,Northern Piedmont. Virginia pine was,Northern Piedmont. Virginia pine was,Northern Piedmont. Virginia pine was,,"Northern Piedmont, Southern Piedmont,","Northern Piedmont, Southern Piedmont,","Northern Piedmont, Southern Piedmont,","Northern Piedmont, Southern Piedmont,","Northern Piedmont, Southern Piedmont,",
the dominant species in the Southern,the dominant species in the Southern,the dominant species in the Southern,the dominant species in the Southern,the dominant species in the Southern,,"and Coastal Plain units, respectively.","and Coastal Plain units, respectively.","and Coastal Plain units, respectively.","and Coastal Plain units, respectively.","and Coastal Plain units, respectively.",
and Northern Mountains for this group.,and Northern Mountains for this group.,and Northern Mountains for this group.,and Northern Mountains for this group.,and Northern Mountains for this group.,,,,,,,
,,,,,,,,,,,27
