,,Production,Production,Production,Production,,,,,,,,,,,,,,,,,
,,,,,,,,Production,Production,Production,,Time,Time,,,,,,,,,
,,M,bd.,f t .,f t .,,,M,bd.,f t .,,Da-ys,Da-ys,M,bd.,f t . M,f t . M,bd.,f t . M bd.,f t . M bd.,f t .,Percent
Idle,Idle,,,-,,317,317,,,-,,,-,,,-,,,-,,-,-
,0,,1-49,1-49,1-49,444,444,,,2,,,14,,,796,,"8,483","8,483",,"9,279","1,6"
,1,,50-499,50-499,50-499,864,864,,,3,,,66,,"11,775","11,775","138,254","138,254","138,254","150,029","150,029",25.3
,2,,500-999,500-999,500-999,134,134,,,5,,,145,,"6,647","6,647",,"83,084","83,084",,"89,731",15.1
,3,"1,000-4,999","1,000-4,999","1,000-4,999","1,000-4,999",,88,,,8,,,212,,"6,410","6,410","152,626","152,626","152,626","159,036","159,036",26.8
,4+,,"5,000+","5,000+","5,000+",,16,,,40,,,264,,"36,453","36,453","148,854","148,854","148,854","185,307","185,307",31.2
Total,Total,,,,,"1,863","1,863",,,5,,,71,,"62,081","62,081","531,301","531,301","531,301","593,382","593,382",100 .O
Table,Table,12.,- Lumber,- Lumber,- Lumber,production,production,production,production,by,species and m i l l,species and m i l l,species and m i l l,species and m i l l,,c l a s s,i n,West,West,"V i r g i n i a ,","V i r g i n i a ,",1942.
,,,,,,,,,,,,Mill,Class,Class,,,,,,-,,
Species,Species,Species,,,,,0,0,,1,,,2,,3,,,4 +,4 +,,Total,Percent
,,,,,,M,bd.ft.,bd.ft.,M,bd.ft.,bd.ft.,M,bd.ft.,M,bd.ft.,bd.ft.,M,bd.ft.,bd.ft.,M,bd.ft.,
SOFTWOODS,SOFTWOODS,SOFTWOODS,,,,,,,,,,,,,,,,,,,,
Cedar,Cedar,,,,,,,5,,,56,,-,,,-,,,-,,61,Negl.
"F i r ,","F i r ,",balsam,balsam,balsam,,,,-,,,-,,-,,150,150,,,-,,150,0.1
Hemlock,Hemlock,Hemlock,,,,,,45,,"2,735","2,735",,"3,392",,"5,124","5,124","19,496","19,496","19,496","30,792","30,792",5.2
"P i n e ,","P i n e ,",white,white,,,,,74,,"2,726","2,726",,"1,410",,,957,,30,30,,"5,197",0.9
"Pine,","Pine,",yellow,yellow,yellow,,,672,672,,"6,063","6,063",,"1,595",,,124,,84,84,,"8,538",1.4
Spruce,Spruce,,,,,,,-,,195,195,,250,,,55,"16,843","16,843","16,843","17,343","17,343",2.9
,Total,Total,,,,,796,796,"11,775","11,775","11,775",,"6,647",,"6,410","6,410","36,453","36,453","36,453","62,081","62,081",10.5
HARDWOODS,HARDWOODS,HARDWOODS,,,,,,,,,,,,,,,,,,,,
AS^,AS^,,,,,,,46,,"1,148","1,148",,774,,"1,926","1,926",,"2,398","2,398",,"6,292",1.1
Basswood,Basswood,Basswood,,,,,126,126,,"4,033","4,033",,"3,840",,"10,684","10,684","10,512","10,512","10,512","29,195","29,195",4.9
Beech,Beech,,,,,,556,556,"10,158","10,158","10,158",,"6,884",,"12,152","12,152","13,733","13,733","13,733","43,483","43,483",7.3
Birch,Birch,,,,,,,38,,"1,284","1,284",,738,,"2,065","2,065",,"5,887","5,887","10,012","10,012",1.7
Chestnut,Chestnut,Chestnut,,,,,464,464,,"4,592","4,592",,"3,042",,"4,916","4,916",,"7,450","7,450","20,464","20,464",3.4
Cottonwood,Cottonwood,Cottonwood,Cottonwood,,,,,35,,302,302,,300,,,575,,3 8,3 8,,"1,250",0.2
Elm,Elm,,,,,,,32,,352,352,,10,,223,223,,87,87,,704,0.1
Hickory,Hickory,Hickory,,,,,613,613,"10,558","10,558","10,558",,"6,271",,"7,619","7,619",,"3,053","3,053","28,114","28,114",4.7
Maple,Maple,,,,,,290,290,,"8,817","8,817",-,"5,157",,"15,166","15,166","34,043","34,043","34,043","63,473","63,473",10.7
Oak,Oak,,,,,,"5,367","5,367",8is7O7,8is7O7,8is7O7,,"46,162",,"66,346","66,346","45,525","45,525","45,525","245,107","245,107",L1.3
Sycamore,Sycamore,Sycamore,,,,,,81,,878,878,,359,,303,303,,85,85,,"1,706",0.3
Tupelo,Tupelo,&,bl.gum,bl.gum,bl.gum,,126,126,,"2,254","2,254",,"1,192",,"3,439","3,439",,"1,014","1,014",,"8,025",1.4
walnut,walnut,,,,,,,45,,"1,327","1,327",,"1,186",,"2,918","2,918",,23 5,23 5,,"5,711",1.0
Yellowpoplar,Yellowpoplar,Yellowpoplar,Yellowpoplar,Yellowpoplar,,,632,632,,91851,91851,,"6,408",,23s007,23s007,"22,999","22,999","22,999","62,897","62,897",10.6
Other,Other,,,,,,,32,,9 93,9 93,,761,,"1,287","1,287",,"1,795","1,795",,"4,868",0.8
,Total,Total,,,,,"8,483","8,483","W8,254","W8,254","W8,254",,"83,084","152,626","152,626","152,626",14es854,14es854,14es854,"531,301","531,301",89.5
ALL,ALL,SPECIES,SPECIES,SPECIES,,-,"9,279","9,279","150,029","150,029","150,029",,"89,731",159 $036,159 $036,159 $036,"185,307","185,307","185,307","593,382","593,382",100.0
