AS^,,,,,,,26,,319,319,,363,363,,926,,,,48,,564,,,"2,246","2,246",0 . 2,
Basswood,Basswood,,,,,,46,,592,592,,523,523,,"1,399",,,666,666,,8 5,,,"3,311","3,311",0.3,
Beech,,,,,,114,114,,"2,033","2,033",,"1,600","1,600",,"1,884","1,884",,518,518,,-,,,"6,149","6,149",0.5,
Birch,,,,,,,23,,383,383,,544,544,,458,,,,27,,12,,,"1,447","1,447",0 . 1,
Chestnut,Chestnut,,,,,375,375,,"3,476","3,476",,"1,707","1,707",,2.390,,,149,149,,204,,,"8,301","8,301",0.7,
Cottonwood,Cottonwood,Cottonwood,Cottonwood,,,,62,,769,769,,342,342,,140,140,,,-,,9 48,,,"2,261","2,261",0.2,
Elm,,,,,,,2,,62,62,,,77,,35,,,,-,,83,,,,259,Negl.,
"Gum,",red,,,,,,122,,"2,888","2,888",,"6,514","6,514","10,494","10,494","10,494",,333,333,,"4,604",,,"24,955","24,955",2 . 1,
Hickory,Hickory,,,,,152,152,,"2,307","2,307",,"2,W4","2,W4",,"1,864","1,864",,111,111,,2,,,"6,850","6,850",0.6,
Maple,,,,,,,99,,1443,1443,,"1,098","1,098",,"2,476",,,347,347,,"1,469",,,"6,932","6,932",0 . 6,
Oak,,,,,,"5,505","5,505","75,574","75,574","75,574","55,081","55,081","55,081","73,371","73,371","73,371",,99479,99479,,"7,660",,,"226,670","226,670",18.7,
Sycamore,Sycamore,,,,,,55,,"1,567","1,567",,"2,017","2,017",,46 7,,,,-,,47,,,"4,207","4,207",0 . 3,
-Tup.,&,b l . g u m ~,b l . g u m ~,b l . g u m ~,b l . g u m ~,,24,,386,386,,43 5,43 5,,950,,,,-,"20,263","20,263",,,"22,058","22,058",1.8,
Walnut,Walnut,,,,,,53,,662,662,,n,6,,"1,002",,,,47,,6,,,"1,886","1,886",0.2,
Yellowpoplar,Yellowpoplar,Yellowpoplar,Yellowpoplar,,,1,2,"22,805","22,805","22,805","22,649","22,649","22,649","27,213","27,213",,,,,,7 41,,,"78,881","78,881",6.5,
Other,,,,,,,22,,229,229,,212,212,,146,,,154,154,,766,,,"1,529","1,529",0 . 1,
Total,Total,,,,,"8,022","8,022","115,495","115,495","115,495",95 s746,95 s746,95 s746,"125,215","125,215",,"16,010","16,010","16,010","37,454","37,454",,,397>942,397>942,32.9,
ALL,SPECIES,SPECIES,SPECIES,"1-13,221","1-13,221","1-13,221","1-13,221","228,784","228,784",,"317,896","317,896","317,896","516,054","516,054",,"43,487","43,487","43,487","92,156","92,156",,"1,211,598","1,211,598","1,211,598",100.0,
