Areas,where,where,management,management,opportunities,opportunities,opportunities,opportunities,opportunities,are,are,severely,severely,severely,severely,limited,limited,because,because,because,of,of,steep,steep,steep,slopes,slopes,slopes,or
poor,drainage.,drainage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table,Table,26.--Area,26.--Area,of,"timberland,","timberland,",by,by,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,treatment'opportunity and,ownership,ownership,ownership,ownership,ownership,"classes,","classes,","classes,","classes,","classes,",
"Virginia,","Virginia,","Virginia,",1986,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ownership,Ownership,class,class,class,,,,,,,
,,Treatment,Treatment,Treatment,,,,,,,,,,,,,,,,,,,,,,,,,
,,opportunity,opportunity,opportunity,,A1 1,A1 1,,,,,,,,,,,,,Forest,Forest,Forest,,,,,,,
,,,class,,ownerships,ownerships,ownerships,ownerships,ownerships,,,,,,,Forest,Forest,,industry-,industry-,industry-,industry-,,,Other,Other,Other,,
,,,,,,,,,,,,,,,,industry,industry,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,leased,leased,leased,,,,private,private,private,private,
,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,Acres -,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,
Salvage,Salvage,,,,,"106,331","106,331","106,331","106,331",,,"20,479","20,479","20,479","20,479",,,"2,724",,,--,,,,,"83,128","83,128","83,128",
Harvest,Harvest,,,,"1,553,816","1,553,816","1,553,816","1,553,816","1,553,816",,,"318,138","318,138","318,138","318,138",,"147,636","147,636",,,824,824,,"1,087,218","1,087,218","1,087,218","1,087,218","1,087,218",
Commercial,Commercial,Commercial,thinning,thinning,,"567,761","567,761","567,761","567,761",,,"30,314","30,314","30,314","30,314",,"217,998","217,998",,"4,196","4,196","4,196",,,"315,253","315,253","315,253","315,253",
Other,Other,stand,improvement,improvement,"1,185,401","1,185,401","1,185,401","1,185,401","1,185,401",,,"88,070","88,070","88,070","88,070",,"146,807","146,807",,,--,,,,"950,524","950,524","950,524","950,524",
Stand,Stand,conversion,conversion,conversion,,"152,223","152,223","152,223","152,223",,,"1,825","1,825","1,825","1,825",,,"37,985",,,--,,,,"112,413","112,413","112,413","112,413",
Regeneration,Regeneration,Regeneration,,,"1,517,114","1,517,114","1,517,114","1,517,114","1,517,114",,,"89,098","89,098","89,098","89,098",,"128,477","128,477",,"1,338","1,338","1,338",,"1,298,201","1,298,201","1,298,201","1,298,201","1,298,201",
Stands,Stands,in,relatively,relatively,,,,,,,,,,,,,,,,,,,,,,,,,
,good,condition,condition,condition,"7,433,264","7,433,264","7,433,264","7,433,264","7,433,264",,,"800,492","800,492","800,492","800,492","1,028,591","1,028,591","1,028,591","13,080","13,080","13,080","13,080",,"5,591,101","5,591,101","5,591,101","5,591,101","5,591,101",
Adverse,Adverse,sitesa,sitesa,,2.919.926,2.919.926,2.919.926,2.919.926,2.919.926,,,645.644,645.644,645.644,645.644,,123.593,123.593,,,--,,,2.150.689,2.150.689,2.150.689,2.150.689,2.150.689,
,All,classes,classes,,"15,435,836","15,435,836","15,435,836","15,435,836","15,435,836",,"1,994,060","1,994,060","1,994,060","1,994,060","1,994,060","1,833,811","1,833,811","1,833,811","19,438","19,438","19,438","19,438",,"11,588,527","11,588,527","11,588,527","11,588,527","11,588,527",
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Areas,Areas,where,management,management,opportunities,opportunities,opportunities,opportunities,opportunities,opportunities,are,are,severely,severely,severely,severely,,limited,because,because,because,because,of,steep,steep,steep,,,
slopes,slopes,or,poor,drainage.,drainage.,,,,,,,,,,,,,,,,,,,,,,,,
