Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”,Name: “Table 1 of 1 on page 37 of 74”
Northampton,Northampton,Northampton,,"57,006","57,006",,"28,607",,,--,,"18,774",,"9,625",,"172,583","122,371","122,371",--,"25,648","24,564"
Northumberland,Northumberland,Northumberland,,"89,506","89,506",,"28,336",,,--,,"29,521",,"31,649",,"281,120","99,387","99,387",--,"82,836","98,897"
Nottoway,Nottoway,,,"198,340","198,340",,"91,601",,,--,,"49,064",,"57,675",,"594,942","255,162","255,162",--,"176,466","163,314"
Orange,,,,"178,427","178,427",,"35,251",,"6,976","6,976",,"49,898",,"86,302",,"521,113","34,814","34,814","25,328","204,202","256,769"
Page,,,,"140,902","140,902",,"16,180",,"5,567","5,567",,"15,430",,"103,725",,"440,413","55,289","55,289","26,923","59,209","298,992"
Patrick,,,,"340,996","340,996","40,474","40,474",,"17,214","17,214",,"136,738",,"146,570",,"913,389","92,948","92,948","68,706","350,254","401,481"
Pittsylvania,Pittsylvania,Pittsylvania,,"735,259","735,259","203,456","203,456",,"2,570","2,570",,"247,086",,"282,147",,"2,026,942","492,164","492,164","10,013","788,732","736,033"
Powhatan,Powhatan,,,"231,934","231,934",,"35,378",,,--,,"79,397",,"117,159",,"679,742","69,686","69,686",--,"253,434","356,622"
Prince,Edward,Edward,,"211,440","211,440",,"70,542",,965,965,,"59,820",,"80,113",,"520,664","87,678","87,678","1,736","168,661","262,589"
Prince,George,George,,"187,235","187,235",,"68,944",,"8,797","8,797",,"49,857",,"59,637",,"624,834","234,869","234,869","49,965","154,915","185,085"
Prince,William,William,,"213,956","213,956","45,444","45,444",,"1,655","1,655",,"43,677",,"123,180",,"709,457","94,965","94,965",--,"165,043","449,449"
Pulaski,,,,"156,621","156,621",,"8,844",,"5,796","5,796",,"26,501",,"115,480",,"353,831","35,263","35,263","28,637","80,403","209,528"
Rappahannock,Rappahannock,Rappahannock,,"130,294","130,294",,"4,577",,"2,083","2,083",,"56,200",,"67,434",,"519,667","19,397","19,397","13,015","244,830","242,425"
Richmond,Richmond,,,"154,550","154,550",,"39,969",,,--,,"68,239",,"46,342",,"488,090","73,178","73,178",--,"243,801","171,111"
Roanoke,Roanoke,,,"172,440","172,440",,"32,338",,"20,020","20,020",,"19,484",,"100,598",,"474,955","78,670","78,670","83,887","46,080","266,318"
Rockbridge,Rockbridge,Rockbridge,,"391,142","391,142",,"35,777",,"24,721","24,721",,"61,725",,"268,919",,"1,184,042","117,944","117,944","90,264","179,085","796,749"
Rockingham,Rockingham,Rockingham,,"433,406","433,406",,"21,860",,"42,143","42,143",,"54,324",,"315,079",,"1,452,968","70,848","70,848","138,547","146,172","1,097,401"
Russell,Russell,,,"320,466","320,466",,--,,"5,097","5,097",,"121,779",,"193,590",,"1,040,442",,--,"14,991","393,625","631,826"
Scott,,,,"483,870","483,870",,"16,025",,"5,086","5,086",,"204,188",,"258,571",,"1,627,034","69,213","69,213","12,877","699,423","845,521"
Shenandoah,Shenandoah,Shenandoah,,"321,049","321,049",,"36,575",,"16,030","16,030",,"40,992",,"227,452",,"932,952","126,226","126,226","74,246","90,123","642,357"
Smyth,,,,"333,688","333,688",,"16,078",,"15,486","15,486",,"66,066",,"236,058",,"1,131,540","52,257","52,257","76,279","197,996","805,008"
Southampton,Southampton,Southampton,,"382,178","382,178","160,163","160,163",,"12,402","12,402",,"136,474",,"73,139",,"1,261,200","525,485","525,485","63,817","417,846","254,052"
Spotsylvania,Spotsylvania,Spotsylvania,,"347,322","347,322","122,935","122,935",,"2,203","2,203",,"98,246",,"123,938",,"841,444","225,903","225,903","8,958","242,012","364,571"
Stafford,Stafford,,,"303,053","303,053",,"47,473",,666,666,,"119,725",,"135,189",,"1,017,342","130,391","130,391",--,"373,611","513,340"
Suffolk,Suffolk,,,"157,872","157,872",,"49,064",,"5,525","5,525",,"60,051",,"43,232",,"478,291","147,758","147,758","28,923","173,291","128,319"
Surry,,,,"171,753","171,753",,"70,099",,"2,201","2,201",,"60,732",,"38,721",,"554,607","227,749","227,749","11,017","188,365","127,476"
Sussex,,,,"364,651","364,651","213,567","213,567",,"3,958","3,958",,"73,371",,"73,755",,"1,199,378","765,491","765,491","22,865","179,798","231,224"
Tazewell,Tazewell,,,"419,629","419,629",,--,,"2,485","2,485",,"160,065",,"257,079",,"1,195,415",,--,"8,489","470,819","716,107"
Virginia,Virginia,Beach,,"65,065","65,065",,"19,835",,984,984,,"27,535",,"16,711",,"227,605","92,970","92,970","4,307","67,044","63,284"
Warren,,,,"95,974","95,974",,"5,711",,"1,509","1,509",,"19,864",,"68,890",,"298,465","11,618","11,618","5,599","91,052","190,196"
Washington,Washington,Washington,,"397,699","397,699",,"9,651",,"7,728","7,728",,"171,805",,"208,515",,"1,245,298","35,377","35,377","26,021","588,489","595,411"
Westmoreland,Westmoreland,Westmoreland,,"144,700","144,700",,"49,461",,265,265,,"45,323",,"49,651",,"418,234","125,182","125,182",--,"131,200","161,852"
Wise,,,,"288,051","288,051",,"1,698",,"9,237","9,237",,"132,582",,"144,534",,"912,666",,"7,834","42,577","415,673","446,582"
Wythe,,,,"231,688","231,688",,"18,702",,"23,161","23,161",,"19,748",,"170,077",,"699,122","79,896","79,896","109,016","54,551","455,659"
York,,,,"96,181","96,181",,"24,203",,,--,,"35,718",,"36,260",,"395,583","105,166","105,166",--,"133,608","156,809"
Total,Total,,,"26,486,794","26,486,794","5,675,317","5,675,317",,"973,071","973,071","7,126,149","7,126,149","12,712,257","12,712,257","80,251,521","80,251,521","15,961,346","15,961,346","3,919,241","22,092,596","38,278,338"
aFactors,aFactors,for,converting,to,cords,are,shown,on,page,16.,,,,,,,,,,,
