Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”
Basswood,Basswood,,,,,"151,621","151,621","1,413","1,413","2,699",,"5,820","11,199","11,199","11,199","16,080","20,423","20,423","19,481","19,481","22,888","16,891","11,274","15,476","7,977","7,977"
Yellow-poplar,Yellow-poplar,Yellow-poplar,,,,"3,040,288","3,040,288","53,651","53,651","113,877",,"139,565","213,778","213,778","213,778","288,563","412,103","412,103","436,205","436,205","439,170","335,006","237,469","320,926","49,975","49,975"
Bay,and,magnolia,magnolia,magnolia,,"49,661","49,661","5,114","5,114","5,264",,"5,592","6,026","6,026","6,026","11,892",,"3,897","5,915","5,915","2,774",485,--,"2,702",,--
Black,cherry,cherry,,,,"143,783","143,783","17,876","17,876","26,667",,"16,555","14,800","14,800","14,800","11,887","16,270","16,270","11,541","11,541","9,048","7,719","1,415","7,333","2,672","2,672"
Black,walnut,walnut,,,,"158,759","158,759",585,585,"5,527",,"8,660","15,052","15,052","15,052","26,579","21,306","21,306","28,332","28,332","15,520","9,906","14,487","10,084","2,721","2,721"
Sycamore,Sycamore,,,,,"151,724","151,724","2,642","2,642","6,469",,"4,430","12,108","12,108","12,108","10,708","15,863","15,863","12,258","12,258","21,312","18,726","13,854","26,466","6,888","6,888"
Black,locust,locust,,,,"435,623","435,623","12,554","12,554","23,104",,"40,642","40,502","40,502","40,502","80,588","77,842","77,842","58,520","58,520","43,152","28,383","15,172","15,164",,--
Elm,,,,,,"128,187","128,187","9,370","9,370","14,909",,"20,003","16,312","16,312","16,312","16,197","16,757","16,757","9,104","9,104","7,954","6,190","3,082","7,059","1,250","1,250"
Other,eastern,eastern,,,,,,,,,,,,,,,,,,,,,,,,
,hardwoods,hardwoods,,,,"1,679,747","1,679,747","333,056","333,056","349,773",,"249,859","190,564","190,564","190,564","154,511","123,832","123,832","86,308","86,308","60,620","49,840","33,364","39,673","8,347","8,347"
,Total,hardwoods,hardwoods,hardwoods,,"23,518,110","23,518,110","1,064,522","1,064,522","1,527,661","1,791,932","1,791,932","2,352,221","2,352,221","2,352,221","2,803,174","2,965,640","2,965,640","2,815,404","2,815,404","2,401,160","1,883,320","1,336,735","2,158,520","417,821","417,821"
All,Species,,,,,"29,842,860","29,842,860","1,194,262","1,194,262","1,939,207","2,758,671","2,758,671","3,624,641","3,624,641","3,624,641","3,937,376","3,851,151","3,851,151","3,380,887","3,380,887","2,777,066","2,114,521","1,490,016","2,325,112","449,950","449,950"
