Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”,Name: “Table 1 of 1 on page 71 of 115”
Select w h i t e,Select w h i t e,o a k s ',"544,067","247,649","97,779","65,055",,"40,745","40,745","33,454","33,454","22,886","14,883","9,675","5,389","2,921","3,292",339,
Select red oaksZ,Select red oaksZ,Select red oaksZ,"195,315","85,293","36,989","19,749",,"12,536","12,536","10,747","10,747","8,811","6,770","4,902","3,328","2,335","3,415",440,
Chestnut,oak,,"388,611","98,662","74,340","63,892",,"54,848","54,848",35.028,35.028,"23,291","14,984","8,879","6,358","3,465","4,375",489,
Other,w h i t e oaks,w h i t e oaks,"47,332","29,511","7,691","2,500",,"3,257","3,257","1,808","1,808","7,093",712,375,192,8 7,79,26,
Other,red oaks,,"639,730","336,261","98,522","64,339",,48.690,48.690,"34,631","34,631","21,823","15,252","8,980","5,506","2,634","2,939",153,
Hickory,,,"466,407","270,990","85,805","39,647",,"26,999","26,999","17,558","17,558","11,201","6,613","3,778","1,899","1,014",856,4 7,
Yellow,birch,,"4,794","2,800",542,691,,79,79,388,388,,135,2 5,40,5 1,43,,
Hard maple,Hard maple,,"131,596","82,415","25,489","10,187",,"5,555","5,555","3,045","3,045","1,716","1,430",775,375,259,303,47,
S o f t maple,S o f t maple,,"1,678,900","1,164,859","251,218","95,692",,"48,028","48,028","24,463","24,463","16,019","9,247","4,227","2,239",1.443,"1,339",126,
Beech,,,"183,732","122,453","27,559","9,128",,"6,990","6,990","4,824","4,824","3,938","2,864","2,092","1,646",898,"1,233",107,
Sweetgum,Sweetgum,,"752,244",514.351,"138,265","46,218",,"23,286","23,286","14,034","14,034","7,362","4,512","2,094",928,541,591,6 2,
Tupelo,and,blackgum,"692,l 10","541,770","89,696","27,251",,"13,087","13,087","8,722","8,722",5.450,"2,632","1,627",787,438,539,111,
Ash,,,"169,086","98,255","32,644","16,986",,"8,647","8,647","4,931","4,931",3.339,"1,780","1,088",590,452,311,6 3,
Cottonwood,Cottonwood,,274,--,160,--,,,--,,70,3 2,,,,,12,,
Basswood,Basswood,,"21,663","8,097","3,233","2,880",,"2,024","2,024","1,669","1,669","1,245",840,749,406,207,267,46,
Yellow-poplar,Yellow-poplar,,"628,179","322,903","113,620","53,974",,"37,808","37,808","28,377","28,377","24,750","17,840","12,884","7,567","4,171","3,974",31 1,
Bay and magnolia,Bay and magnolia,Bay and magnolia,"50,582","38,088","6,503","2,420",,"1,376","1,376","1,401","1,401",31 1,321,115,15,,32,,
Black,cherry,,"153,839","1 10,124","28,232","8,108",,"3,390","3,390","1,639","1,639","1,097",590,320,175,3 6,106,22,
Black,w a l n u t,,"20,572","4,106","4,940","3,378",,"2,403","2,403",2.535,2.535,"1,126","1,016",462,214,222,150,20,
Sycamore,Sycamore,,"27,305","12,823","6,312","1,807",,"2,084","2,084","1,056","1,056",958,529,700,431,249,324,32,
Black locust,Black locust,,"1 18,039","58,867","22,054","14,909",,"6,535","6,535","7,013","7,013","4,251","2,189","1,154",595,270,202,,
Elm,,,"89,679","55,459",16.774,"9,946",,"3,415","3,415","1,835","1,835","1,233",413,284,165,60,89,,6
Other,eastern h a r d w o o d s,eastern h a r d w o o d s,"2,496,813","1,953,594","367,680","105,285",,"37,819","37,819","16,375","16,375","8,153","3,796","1,897","1,102",588,470,54,
,,,,,,,,,,,,,,,,,,----,----
,,,,,,,,,,,,,,,,,,,~
,Total h a r d w o o d s,Total h a r d w o o d s,"9,440,868 --6,159,330","9,440,868 --6,159,330","1,536,047",664.042,,"389,601","389,601","255,603","255,603","170,085","109,348","67,082 -","39,947","22,341","24,941","2,501",
All species,,,"1 1,616,495","7,026.21 5","2,070,594","1,009.540","1,009.540","606,195","606,195",365.560,365.560,"224,798","133,646","79,080","45,542","25,359","27,246","2,720",
' includes,"white,","swamp w h ~ t e ,swamp chestnut,","swamp w h ~ t e ,swamp chestnut,",and chinkapin oaks.,and chinkapin oaks.,"' Includes cherrybark,","' Includes cherrybark,","northern red, and shumard oaks.","northern red, and shumard oaks.","northern red, and shumard oaks.","northern red, and shumard oaks.","northern red, and shumard oaks.",,,,,,,
"0,",,,,,,,,,,,,,,,,,,,
W,,,,,,,,,,,,,,,,,,,
