Name: “Table 1 of 1 on page 2 of 82”,Name: “Table 1 of 1 on page 2 of 82”,Name: “Table 1 of 1 on page 2 of 82”
Table 25. Indiana Bat Populations Within Hibernacula On or Near the GWJNF ................................... 27,Table 25. Indiana Bat Populations Within Hibernacula On or Near the GWJNF ................................... 27,Table 25. Indiana Bat Populations Within Hibernacula On or Near the GWJNF ................................... 27
"Table 26. Trend in Disturbance to Vegetation in Indiana Bat Habitat, By Forest Management Activity28","Table 26. Trend in Disturbance to Vegetation in Indiana Bat Habitat, By Forest Management Activity28","Table 26. Trend in Disturbance to Vegetation in Indiana Bat Habitat, By Forest Management Activity28"
Table 27. Trend in Indiana Bat Habitat Meeting Conditions Required by USFWS Biological Opinion 28,Table 27. Trend in Indiana Bat Habitat Meeting Conditions Required by USFWS Biological Opinion 28,Table 27. Trend in Indiana Bat Habitat Meeting Conditions Required by USFWS Biological Opinion 28
Table 28. Trend in Open Areas Across both Forests ............................................................................... 30,Table 28. Trend in Open Areas Across both Forests ............................................................................... 30,Table 28. Trend in Open Areas Across both Forests ............................................................................... 30
"Table 29. Trend in Brown-headed Cowbirds Seen or Heard Across GWJNF, 1994 to 2002 ................. 30","Table 29. Trend in Brown-headed Cowbirds Seen or Heard Across GWJNF, 1994 to 2002 ................. 30","Table 29. Trend in Brown-headed Cowbirds Seen or Heard Across GWJNF, 1994 to 2002 ................. 30"
"Table 30. Trend in Northern Flickers Seen or Heard Across GWJNF, 1994 to 2002 ............................. 33","Table 30. Trend in Northern Flickers Seen or Heard Across GWJNF, 1994 to 2002 ............................. 33","Table 30. Trend in Northern Flickers Seen or Heard Across GWJNF, 1994 to 2002 ............................. 33"
Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 34,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 34,Table 31. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 34
"Table 32. Trend in Pileated Woodpeckers Seen or Heard Across GWJNF, 1994 to 2002 ..................... 35","Table 32. Trend in Pileated Woodpeckers Seen or Heard Across GWJNF, 1994 to 2002 ..................... 35","Table 32. Trend in Pileated Woodpeckers Seen or Heard Across GWJNF, 1994 to 2002 ..................... 35"
Table 33. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 36,Table 33. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 36,Table 33. Inventoried Remote Habitat (Unfragmented Blocks) Trend by National Forest..................... 36
"Table 34. Trend in Ovenbirds Seen or Heard Across GWJNF, 1994 to 2002......................................... 37","Table 34. Trend in Ovenbirds Seen or Heard Across GWJNF, 1994 to 2002......................................... 37","Table 34. Trend in Ovenbirds Seen or Heard Across GWJNF, 1994 to 2002......................................... 37"
"Table 35. Trend in Worm-eating Warblers Seen or Heard Across GWJNF, 1994 to 2002 .................... 38","Table 35. Trend in Worm-eating Warblers Seen or Heard Across GWJNF, 1994 to 2002 .................... 38","Table 35. Trend in Worm-eating Warblers Seen or Heard Across GWJNF, 1994 to 2002 .................... 38"
Table 36. Trend in Cow Knob Salamanders Captured and Recaptured On Shenandoah Mountain ....... 40,Table 36. Trend in Cow Knob Salamanders Captured and Recaptured On Shenandoah Mountain ....... 40,Table 36. Trend in Cow Knob Salamanders Captured and Recaptured On Shenandoah Mountain ....... 40
Table 37. Trend in Tiger Salamanders Captured and Recaptured at Big Levels..................................... 42,Table 37. Trend in Tiger Salamanders Captured and Recaptured at Big Levels..................................... 42,Table 37. Trend in Tiger Salamanders Captured and Recaptured at Big Levels..................................... 42
Table 38. Miles Of Stream Habitat Surveyed In 2001-2003 On Th Forest............................................. 44,Table 38. Miles Of Stream Habitat Surveyed In 2001-2003 On Th Forest............................................. 44,Table 38. Miles Of Stream Habitat Surveyed In 2001-2003 On Th Forest............................................. 44
Table 39.,Wild Trout Biomass from Selected Streams in kilograms/hectare......................................... 45,Wild Trout Biomass from Selected Streams in kilograms/hectare......................................... 45
Table 40. Paired Samples T-Test On Pre And Post MAIS Scores From 18 Different Timber Sales...... 49,Table 40. Paired Samples T-Test On Pre And Post MAIS Scores From 18 Different Timber Sales...... 49,Table 40. Paired Samples T-Test On Pre And Post MAIS Scores From 18 Different Timber Sales...... 49
Table 41. Paired Samples T-Test On Pre And Post MAIS Scores From 7 Different Prescribed Burns.. 50,Table 41. Paired Samples T-Test On Pre And Post MAIS Scores From 7 Different Prescribed Burns.. 50,Table 41. Paired Samples T-Test On Pre And Post MAIS Scores From 7 Different Prescribed Burns.. 50
Table 42. Smallmouth Bass Trend from the South Fork Shenandoah River........................................... 51,Table 42. Smallmouth Bass Trend from the South Fork Shenandoah River........................................... 51,Table 42. Smallmouth Bass Trend from the South Fork Shenandoah River........................................... 51
Table 43. Largemouth Bass Trend from Bark Camp Lake...................................................................... 52,Table 43. Largemouth Bass Trend from Bark Camp Lake...................................................................... 52,Table 43. Largemouth Bass Trend from Bark Camp Lake...................................................................... 52
Table 44. Black Bass (Largemouth and Smallmouth) Trend from Lake Moomaw ................................ 53,Table 44. Black Bass (Largemouth and Smallmouth) Trend from Lake Moomaw ................................ 53,Table 44. Black Bass (Largemouth and Smallmouth) Trend from Lake Moomaw ................................ 53
Table 45. Yellow Pine Community Trend by CISC Forest Type Across the GWNF ............................. 55,Table 45. Yellow Pine Community Trend by CISC Forest Type Across the GWNF ............................. 55,Table 45. Yellow Pine Community Trend by CISC Forest Type Across the GWNF ............................. 55
Table 46. Yellow Pine Community Trend From Forest Survey Data Across GWJNF in Virginia ........ 56,Table 46. Yellow Pine Community Trend From Forest Survey Data Across GWJNF in Virginia ........ 56,Table 46. Yellow Pine Community Trend From Forest Survey Data Across GWJNF in Virginia ........ 56
Table 47. Old Growth Trend Across the GWNF..................................................................................... 58,Table 47. Old Growth Trend Across the GWNF..................................................................................... 58,Table 47. Old Growth Trend Across the GWNF..................................................................................... 58
2001 Through 2003 Monitoring and Evaluation Report,June 2004,Appendix G Page 2 of 82
